user_id,applicant_id,question_id,answer_id,job_posting_id,job_posting_title,job_posting_description,job_posting_responsibilities,job_posting_requirements,job_posting_qualifications,job_posting_required_skills,job_posting_preferred_skills,question,answer,weight,mapped_competencies,weight_version
019a1979-e3f4-73dd-ad63-421f10f9a5ed,019a1b00-6ec6-72c2-b6c7-bd439239bd38,6adb1eeb-8c7f-47b2-aa46-6d0b0be41704,019a1b00-6ec7-7178-a0b5-886098a13d6d,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Ceritakan pengalaman kerja terdahulu. Anda boleh menceritakan relevansi pengalaman kerja dulu dengan lowongan kerja yang Bapak/Ibu lamar.","Tugas saya diperusahaan sebelumnya saya bekerja sebagai administrasi, dimana tugas saya yaitu membuat laporan keuangan, membantu laporan akreditasi perusahaan terbiasa menggunakan komputer dan microsoft office setiap kali bekerja .",0.3,"[""requirement_4"",""preferred_skill_3""]",1
019a1979-e3f4-73dd-ad63-421f10f9a5ed,019a1b00-6ec6-72c2-b6c7-bd439239bd38,34fdae11-e199-4b82-b3af-4bc2f7b4d9cb,019a1b00-6ec7-7178-a0b5-886099777dcb,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Apa motivasi Bapak/Ibu untuk bekerja di Universitas Trilogi?","keinginan untuk berkontribusi pada almamater, mengembangkan diri di lingkungan yang sudah dikenal, hingga mencari pengalaman kerja yang relevan dengan bidang studi. Dengan keinginan untuk terus belajar, memanfaatkan keahlian yang dimiliki, dan berkontribusi pada kemajuan kampus. ",0.2,"[""qualification_2"",""qualification_3""]",1
019a1979-e3f4-73dd-ad63-421f10f9a5ed,019a1b00-6ec6-72c2-b6c7-bd439239bd38,e5531ee9-5dc4-4408-aee0-6a896f69c434,019a1b00-6ec8-73ad-a0ed-2870f3d93400,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Apa yang Bapak/Ibu ketahui tentang posisi ini?","pengelolaan data akademik mahasiswa, pelaksanaan kegiatan perkuliahan, dan penyediaan informasi terkait akademik. Secara umum, tugas-tugas tersebut meliputi pengelolaan data mahasiswa, penyusunan jadwal perkuliahan dan ujian, serta mendukung kegiatan pengembangan mahasiswa.",0.2,"[""responsibility_1"",""responsibility_4""]",1
019a1979-e3f4-73dd-ad63-421f10f9a5ed,019a1b00-6ec6-72c2-b6c7-bd439239bd38,de90a53e-edd6-465d-8c24-488480f93d64,019a1b00-6ec8-73ad-a0ed-2870f4a3d812,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Apa rencana pengembangan ke depannya apabila Anda diterima dalam posisi ini?","Pengembangan ke depan untuk bagian administrasi di biro pembelajaran kampus akan fokus pada peningkatan efisiensi, penggunaan teknologi, dan peningkatan kualitas layanan. Hal ini mencakup digitalisasi proses administrasi, pengembangan sistem informasi yang terintegrasi, peningkatan kompetensi staf, serta peningkatan kualitas layanan kepada mahasiswa dan dosen, dan pastinya saya akan bekerja dengan sungguh-sungguh dan bekerja secara bertanggung jawab atas apa yg sudah diberikan kepada saya.",0.15,"[""qualification_3"",""preferred_skill_1""]",1
019a1979-e3f4-73dd-ad63-421f10f9a5ed,019a1b00-6ec6-72c2-b6c7-bd439239bd38,335c8997-2285-4e51-87b4-cc0bb8075ae8,019a1b00-6ec8-73ad-a0ed-2870f5117485,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Jika Anda diterima, apa yang Anda butuhkan dari Biro Sumber Daya Manusia untuk mengembangkan diri Anda?","
Karyawan perlu memahami area mana yang perlu ditingkatkan, baik itu keterampilan teknis, kepemimpinan, atau soft skills.
* akses program pengembangan :Biro ini yaitu menyediakan program pelatihan, seminar dll
* Dukungan dari atasan : karyawan sangat bener"" butuh sekali dukungan penuh dari atasan, untuk mengembangkan skillnya.
*Fasilitas dan lingkungan kerja yg mendung : itu salah satu hal yg penting, dimana karyawannya itu sendiri jika nyaman dengan lingkungan kerjanya, makanya tingkat kerjanyanya pun juga pasti bisa maksimal.
dan masih banyak lagi yang lainnya.",0.15,"[""qualification_1"",""required_skill_1""]",1
019a1979-e4bd-7283-a420-703a2f9dfb7f,019a1b00-6f8e-7203-b47e-a026f8d40eaf,6adb1eeb-8c7f-47b2-aa46-6d0b0be41704,019a1b00-6f8e-7203-b47e-a026f942b76d,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Ceritakan pengalaman kerja terdahulu. Anda boleh menceritakan relevansi pengalaman kerja dulu dengan lowongan kerja yang Bapak/Ibu lamar.","saya memiliki pengalaman magang sebagai admin data entry yang bertanggung jawab memasukkan,mengecek dan update data. selain itu saya juga pernah mengikuti pelatihan sebagai data management staff selama 45 hari di PPKD Jakarta Pusat yang menambah pengetahuan dan keterampilan saya di bidang administrasi.",0.3,"[""requirement_4"",""preferred_skill_3""]",1
019a1979-e4bd-7283-a420-703a2f9dfb7f,019a1b00-6f8e-7203-b47e-a026f8d40eaf,34fdae11-e199-4b82-b3af-4bc2f7b4d9cb,019a1b00-6f8f-7320-b9d3-2b3fe72adb7d,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Apa motivasi Bapak/Ibu untuk bekerja di Universitas Trilogi?","motivasinya yaitu saya ingin bekerja di lingkungan yang positif, familiar, dan bisa memberi saya kesempatan untuk terus belajar dan menerapkan ilmu dan keterampilan yang sudah saya pelajari. Saya yakin bekerja disini sebagai langkah awal yang baik untuk membangun karier saya kedepannya",0.2,"[""qualification_2"",""qualification_3""]",1
019a1979-e4bd-7283-a420-703a2f9dfb7f,019a1b00-6f8e-7203-b47e-a026f8d40eaf,e5531ee9-5dc4-4408-aee0-6a896f69c434,019a1b00-6f8f-7320-b9d3-2b3fe8080fde,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Apa yang Bapak/Ibu ketahui tentang posisi ini?","dari yang saya ketahui sebagai staff administrasi memiliki tugas yang mencakup pengelolaan data, dokumen, surat-menyurat, serta mendukung kegiatan operasional lainnya. yang membutuhkan keterampilan seperti ketelitian, komunikasi yang baik, management waktu, juga memiliki kemampuan kerja yang rapi dan terstrukur   ",0.2,"[""responsibility_1"",""responsibility_4""]",1
019a1979-e4bd-7283-a420-703a2f9dfb7f,019a1b00-6f8e-7203-b47e-a026f8d40eaf,de90a53e-edd6-465d-8c24-488480f93d64,019a1b00-6f8f-7320-b9d3-2b3fe80c562d,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Apa rencana pengembangan ke depannya apabila Anda diterima dalam posisi ini?","rencana pengembangan saya kedepannya adalah dengan terus meningkatkan kemampuan saya dibidang administrasi baik secara hard skill ataupun soft skill untuk menambah wawasan dan meningkatkan kualitas kerja saya",0.15,"[""qualification_3"",""preferred_skill_1""]",1
019a1979-e4bd-7283-a420-703a2f9dfb7f,019a1b00-6f8e-7203-b47e-a026f8d40eaf,335c8997-2285-4e51-87b4-cc0bb8075ae8,019a1b00-6f90-7267-9b37-6cd788bb35fe,bc001aa7-ffa9-41fb-80be-f712e33bf300,"Staf Administrasi Biro Pembelajaran","Kami mencari Staf Administrasi yang teliti dan memiliki kemampuan komunikasi yang baik untuk mendukung operasional harian Biro Pembelajaran.","[{""id"":""responsibility_1"",""value"":""Mengelola data yudisium dan menerbitkan ijazah""},{""id"":""responsibility_2"",""value"":""Menyiapkan alat tulis untuk dosen""},{""id"":""responsibility_3"",""value"":""Mengelola absensi dosen""},{""id"":""responsibility_4"",""value"":""Menginput jadwal perkuliahan""},{""id"":""responsibility_5"",""value"":""Menggandakan dan mendistribusikan soal ujian""}]","[{""id"":""requirement_1"",""value"":""Minimal lulusan D3 Administrasi atau bidang terkait""},{""id"":""requirement_2"",""value"":""Menguasai Microsoft Office (Word, Excel, PowerPoint)""},{""id"":""requirement_3"",""value"":""Mampu bekerja secara mandiri maupun tim""},{""id"":""requirement_4"",""value"":""Berpengalaman di bidang administrasi menjadi nilai tambah""}]","[{""id"":""qualification_1"",""value"":""Teliti, disiplin, dan mampu bekerja sesuai prosedur administrasi""},{""id"":""qualification_2"",""value"":""Memiliki kemampuan komunikasi yang baik""},{""id"":""qualification_3"",""value"":""Dapat mengatur waktu dan prioritas pekerjaan dengan efektif""}]","[{""id"":""required_skill_1"",""value"":""Microsoft Excel dan Word tingkat menengah""},{""id"":""required_skill_2"",""value"":""Kemampuan mengetik cepat dan akurat""},{""id"":""required_skill_3"",""value"":""Kemampuan mengarsipkan dokumen dengan rapi""}]","[{""id"":""preferred_skill_1"",""value"":""Pengalaman menggunakan sistem informasi akademik (SIAKAD)""},{""id"":""preferred_skill_2"",""value"":""Memahami proses administrasi pendidikan tinggi""},{""id"":""preferred_skill_3"",""value"":""Mampu membuat laporan administrasi sederhana""}]","Jika Anda diterima, apa yang Anda butuhkan dari Biro Sumber Daya Manusia untuk mengembangkan diri Anda?","Jika saya diterima, saya harap Biro Sumber Daya Manusia bisa memberikan dukungan seperti mengadakan pelatihan yang relevan sebagai posisi staff administrasi, selain itu saya juga berharap bisa mendapatkan bimbingan atau evaluasi secara berkala. Dengan dukungan seperti itu, saya yakin bisa berkembang lebih baik dan memberikan kontribusi yang maksimal   ",0.15,"[""qualification_1"",""required_skill_1""]",1
